text,label,source,domain,split
đã có làm đơn với phòng đào tạo .,neutral,UIT-VSFC,education,test
tiến trình dạy chậm !,negative,UIT-VSFC,education,test
đảm bảo chất lượng tốt .,positive,UIT-VSFC,education,test
có những chuyến tham quan bổ ích và thực tiễn .,positive,UIT-VSFC,education,test
có kết hợp với bài tập ví dụ .,neutral,UIT-VSFC,education,test
trên lớp cho ít ví dụ mở rộng nên chưa hiểu sâu .,negative,UIT-VSFC,education,test
"vui vẻ , hỏi thầy thầy rep lại rất nhanh .",positive,UIT-VSFC,education,test
nhưng nguyên nhân chán có lẽ vì không hiểu được mục đích môn học sau khi học xong nên không muốn học .,negative,UIT-VSFC,education,test
"slide bài giảng đầy đủ rõ ràng , giáo viên đúng giờ , giảng giải tận tình , luôn giúp đỡ sinh viên về vấn đề bài học .",positive,UIT-VSFC,education,test
"giáo viên dạy nhiệt tình , dễ hiểu , vui tính .",positive,UIT-VSFC,education,test
nên có hướng dẫn trước mỗi bài tập thực hành .,negative,UIT-VSFC,education,test
"tới buổi gần cuối , các nhóm trình bày đồ án , thầy nhận xét đồ án mà không khác gì chửi thẳng vào mặt sinh viên .",negative,UIT-VSFC,education,test
"tận tình chỉ cho từng sinh viên , luôn hổ trợ sinh viên trong việc thực hành .",positive,UIT-VSFC,education,test
"nhiệt tình , có trách nhiệm .",positive,UIT-VSFC,education,test
bài tập đầy đủ .,neutral,UIT-VSFC,education,test
giảng viên đáng giá đúng năng lực sinh viên .,positive,UIT-VSFC,education,test
không điểm danh .,neutral,UIT-VSFC,education,test
"đề thi không phân bố điểm , nếu chạy được chương trình thì có điểm , không chạy được chương trình thì 0 điểm .",negative,UIT-VSFC,education,test
bài giảng bằng tiếng anh giúp sinh viên tiếp cận ngoại ngữ tốt hơn .,negative,UIT-VSFC,education,test
có cung cấp tài liệu cho sinh viên .,neutral,UIT-VSFC,education,test
"cô dạy lý thuyết sát , chặt chẽ chương trình học cũng như ôn tập .",positive,UIT-VSFC,education,test
giảng viên chưa quản được lớp và chấm điểm ' có vẻ ' theo cảm tính .,negative,UIT-VSFC,education,test
"thầy thường xuyên bắt sinh viên làm seminar , trình bày những vấn đề tràn lan đại hải , trong khi kiến thức cần thiết thì thầy không dạy khi thi giữa kỳ sinh viên thậm chí còn không hiểu đề , đa phần làm bài không tốt , kiến thức chủ yếu từ giảng viên thực hành .",negative,UIT-VSFC,education,test
giảng viên đến lớp rất đúng giờ ( sớm hơn cả giờ bắt đầu ) .,positive,UIT-VSFC,education,test
"thầy dạy nhiệt tình , đầy đủ .",positive,UIT-VSFC,education,test
"thầy rất thân thiện , cập nhật thông tin mới nhất cho sinh viên về công nghệ .",positive,UIT-VSFC,education,test
"trong đó những nội dung thầy nói thì rất chung chung , đôi khi không thực tế .",negative,UIT-VSFC,education,test
"chất lượng trang thiết bị hỗ trợ cho môn học chưa tốt , cần được thay thế đổi mới .",negative,UIT-VSFC,education,test
"giáo viên nhiệt tình , kịp thời trả lời mail thắc mắc liên quan tới môn học của sinh viên .",positive,UIT-VSFC,education,test
sự nhiệt tình của thầy .,positive,UIT-VSFC,education,test
"dạy hấp dẫn , hay .",positive,UIT-VSFC,education,test
"đồng thời , những bài tập , ví dụ thầy cho ra rất sát với bài học .",positive,UIT-VSFC,education,test
thầy đi trễ dạy muộn giờ .,negative,UIT-VSFC,education,test
"giảng viên nhiệt tình , năng động .",positive,UIT-VSFC,education,test
giảng dạy nghiêm túc .,positive,UIT-VSFC,education,test
cần điều chỉnh số lượng sinh viên hợp lý trong lớp học bởi trong lớp khá đông .,negative,UIT-VSFC,education,test
đi muộn .,negative,UIT-VSFC,education,test
"giảng viên nhiệt tình , cho nhiều bài tập .",positive,UIT-VSFC,education,test
cần up nhiều tài liệu hơn lên course .,negative,UIT-VSFC,education,test
các bài thực hành có liên quan tới nghiệp vụ .,positive,UIT-VSFC,education,test
thầy giảng hay dễ hiểu .,positive,UIT-VSFC,education,test
cô vô cùng nhiệt tình và tận tâm .,positive,UIT-VSFC,education,test
"thầy giảng lý thuyết khá chung chung , trừu tượng , khó áp dụng kiến thức .",negative,UIT-VSFC,education,test
em không hiểu .,negative,UIT-VSFC,education,test
giảng viên dạy còn tương đối nhanh và hơi khó hiểu .,negative,UIT-VSFC,education,test
"giảng viên tận tâm , nhiệt tình , giảng dạy rất chi tiết nội dung bài học .",positive,UIT-VSFC,education,test
"giảng viên năng nổ , nhiệt tình , vui tính .",positive,UIT-VSFC,education,test
cám ơn cô đã dạy lớp em .,positive,UIT-VSFC,education,test
quan tâm và nhiệt tình .,positive,UIT-VSFC,education,test
ngoài ra còn nhiều kiến thức ngoài .,neutral,UIT-VSFC,education,test
thầy dạy khá chi tiết .,positive,UIT-VSFC,education,test
"đến gần cuối kỳ vẫn khá nhiều sinh viên không biết nên làm gì với đồ án , code kiểu gì mới đúng ý thầy .",negative,UIT-VSFC,education,test
"ngoài kiến thức trong sách , thầy còn chia sẻ những kinh nghiệm cho sinh viên về công việc , về lĩnh vực học tập .",positive,UIT-VSFC,education,test
"giảng viên dạy tận tâm , nhiệt tình .",positive,UIT-VSFC,education,test
thầy nghỉ ' hơi ' nhiều .,negative,UIT-VSFC,education,test
"slide thầy chuẩn bị thì không khác giáo viên khác là nhiêu , thầy sử dụng các ví dụ rất nhiều nhưng thật sự chưa lôi kéo được sinh viên về phía mình ( cho sinh viên hiểu được ) .",negative,UIT-VSFC,education,test
sự kiên trì của giảng viên với lớp dù sinh viên có mặt khá ít .,positive,UIT-VSFC,education,test
đó là ý kiến cá nhân của em về giảng viên môn anh văn 2 này .,neutral,UIT-VSFC,education,test
"cách dạy không phù hợp , khó hiểu gây chán nản , không có động lực học .",negative,UIT-VSFC,education,test
hướng dẫn đầy đủ .,positive,UIT-VSFC,education,test
chưa sâu về nội dung .,negative,UIT-VSFC,education,test
thầy giảng dạy rất ân cần và quan tâm tới sinh viên .,positive,UIT-VSFC,education,test
giảng dạy lý thuyết tốt .,positive,UIT-VSFC,education,test
trình độ chuyên môn cao .,positive,UIT-VSFC,education,test
sinh viên học lý thuyết nhưng thực hành không liên quan nhiều tới lý thuyết .,negative,UIT-VSFC,education,test
giảng viên nên đảm bảo giờ trên lớp và sử dụng hiệu quả tiết học .,negative,UIT-VSFC,education,test
cần thêm giáo trình do trường biên soạn .,negative,UIT-VSFC,education,test
giúp sinh viên hoàn thiện các kỹ năng trong việc học tập .,positive,UIT-VSFC,education,test
"thầy wzjwz192 giảng bài dễ hiểu , cụ thể , chi tiết .",positive,UIT-VSFC,education,test
"không nên đánh giá tập trung vào một bài thi cuối kỳ duy nhất , chia thành nhiều phần doubledot 60% kiến thức ai doubledot trong đó có thể kiểm tra giấy như hiện nay bài tập lớn 40% một đồ án vận dụng trí tuệ nhân tạo ( ai ) bài thi cuối kỳ không đảm bảo đánh giá đúng chất lượng sinh viên doubledot đề thi cho những câu dễ , chỉ mất thời gian để trình bày hơn là thời gian suy nghĩ .",negative,UIT-VSFC,education,test
"cô cho làm bài tập để thực tiễn lý thuyết rất nhiều và phù hơp , khiến chúng em hiểu ngay được nội dung của môn học .",positive,UIT-VSFC,education,test
giữ vững nhiệt huyết với sinh viên .,positive,UIT-VSFC,education,test
có demo trực tiếp .,neutral,UIT-VSFC,education,test
"dạy dễ hiểu , hài hước .",positive,UIT-VSFC,education,test
thầy giảng bài kỹ .,positive,UIT-VSFC,education,test
cách giảng dạy của cô rất hiệu quả .,positive,UIT-VSFC,education,test
cụ thể doubledot về việc hướng dẫn bài tập về nội dung đó .,neutral,UIT-VSFC,education,test
đề quá khó !,negative,UIT-VSFC,education,test
môn học tốt .,positive,UIT-VSFC,education,test
"giảng dạy chi tiết , nhiệt tình .",positive,UIT-VSFC,education,test
nên thêm nhiều kiến thức thực tế hơn nữa .,negative,UIT-VSFC,education,test
có nhiệt huyết .,positive,UIT-VSFC,education,test
"giảng viên cho bài tập hay , khó .",positive,UIT-VSFC,education,test
thầy cho thực hành làm mạch dễ tiếp thu kiến thức .,positive,UIT-VSFC,education,test
thầy nói tiếng khá khó nghe và không sử dụng micro nên em không thể hiểu toàn bộ những điều thầy nói .,negative,UIT-VSFC,education,test
"cô nhiệt tình , giảng dạy hay , dễ hiểu cho sinh viên .",positive,UIT-VSFC,education,test
thầy rất nhiệt tình .,positive,UIT-VSFC,education,test
"đôi lúc cô có kể vài câu chuyện hay liên quan đến bài học , hầu hết các tiết học cô luôn mỉm cười nên khi học cảm thấy thoải mái .",positive,UIT-VSFC,education,test
không nhiệt tình .,negative,UIT-VSFC,education,test
cách tính điểm cộng của giáo viên có điểm quá trình .,neutral,UIT-VSFC,education,test
"em nghĩ thầy dạy hơi chậm so với lớp khác nhưng mà thầy dạy đảm bảo chất lượng , rèn được cho bọn em khả năng làm việc nhóm , thuyết trình , cách trả lời câu hỏi .",positive,UIT-VSFC,education,test
"cô dạy hay , đưa thực tế áp dụng vào bài giảng , dễ hiểu .",positive,UIT-VSFC,education,test
nhiều bài thuyết trình .,neutral,UIT-VSFC,education,test
"nhiệt tình , vui vẻ , quan tâm đến sinh viên .",positive,UIT-VSFC,education,test
"giọng nói của thầy truyền cảm , không gây cảm giác buồn ngủ .",positive,UIT-VSFC,education,test
rất có tâm huyết và thương sinh viên colonsmile .,positive,UIT-VSFC,education,test
"giáo viên thường xuyên đi muộn , không đúng giờ giấc , thường xuyên bỏ dạy mà không thông báo cho phòng đào tạo .",negative,UIT-VSFC,education,test
"cô rất có tâm , tận tình , nghiêm túc .",positive,UIT-VSFC,education,test
thầy dậy rất nhiệt tình .,positive,UIT-VSFC,education,test
không ý kiến .,neutral,UIT-VSFC,education,test
tạo bầu không khí vui vẻ .,positive,UIT-VSFC,education,test
hơi nhanh nhưng em vẫn theo kịp được .,neutral,UIT-VSFC,education,test
"máy tính thực hành quá tệ , cần được trang bị mới hơn .",negative,UIT-VSFC,education,test
"mang tính chê trách sinh viên về chuyên môn , làm cho tâm lý sinh viên đi xuống , không có hứng thú trong học tập .",negative,UIT-VSFC,education,test
"nội dung giảng dạy quá sơ sài , giảng viên không quan tâm tới lớp .",negative,UIT-VSFC,education,test
"cô dạy tận tâm , nhiệt tình , giúp đỡ sinh viên .",positive,UIT-VSFC,education,test
nhiệt tình giải đáp thắc mắc .,positive,UIT-VSFC,education,test
cô rất xinh .,positive,UIT-VSFC,education,test
"nên giảm thời gian tiết học môn anh văn , vì thời gian học một buổi dài sẽ ít hiệu quả .",negative,UIT-VSFC,education,test
thầy nhiệt tình trong công tác giảng dạy .,positive,UIT-VSFC,education,test
"đề cuối kỳ ra khá dở , trong khi java có nhiều cái hay thì không ra .",negative,UIT-VSFC,education,test
"giảng dạy lý thuyết dễ hiểu , ví dụ hợp lý .",positive,UIT-VSFC,education,test
khả năng truyền đạt của giảng viên chưa tốt .,negative,UIT-VSFC,education,test
"tận tình , tâm huyết .",positive,UIT-VSFC,education,test
thầy wzjwz13 dạy rất chuẩn .,positive,UIT-VSFC,education,test
em không hiểu và thầy giải thích em cũng không hiểu thầy đang nói gì .,negative,UIT-VSFC,education,test
đừng nghĩ mọi thứ tự em đã biết trước hết colonsmile .,negative,UIT-VSFC,education,test
nên thay đổi hình thức kiểm tra .,negative,UIT-VSFC,education,test
thầy wzjwz210 rất nhiệt huyết và vui tính .,positive,UIT-VSFC,education,test
bài tập đa dạng giúp sinh viên hiểu rõ bài học hơn .,positive,UIT-VSFC,education,test
"hướng dẫn chi tiết , rõ ràng .",positive,UIT-VSFC,education,test
còn nhiều thiếu sót nhỏ .,negative,UIT-VSFC,education,test
thầy rất vui vẻ .,positive,UIT-VSFC,education,test
"giảng viên truyền đạt kiến thức tốt , dễ hiểu .",positive,UIT-VSFC,education,test
"cô tận tâm , có theo dõi sức học tập của từng bạn .",positive,UIT-VSFC,education,test
nên tăng bài tập và thời gian thực hành .,negative,UIT-VSFC,education,test
"giảng viên nhiệt tình , phương pháp giảng lôi cuốn .",positive,UIT-VSFC,education,test
"cô dạy rất nhiệt tình , rất quan tâm học sinh .",positive,UIT-VSFC,education,test
thầy cố gắng nên cho giải bài tập nhiều hơn .,negative,UIT-VSFC,education,test
"lớp thực hành hầu như không làm gì cả , mặc dù lúc đầu cô thực hành có dạy nhưng rất ít so với việc áp dụng vào thực hiện đồ án , càng về sau hầu như không dạy thêm được chút gì .",negative,UIT-VSFC,education,test
"giảng viên không tương tác với sinh viên , bài giảng thiên về lý thuyết rất nhàm chán .",negative,UIT-VSFC,education,test
slide chi tiết .,positive,UIT-VSFC,education,test
"nhiệt tình , đôi khi dạy nhiều cái về thực tiễn rất hữu ích , gần gũi , nghiêm khắc .",positive,UIT-VSFC,education,test
cần cung cấp hướng dẫn thực hành .,negative,UIT-VSFC,education,test
giáo viên hướng dẫn rất tận tình .,positive,UIT-VSFC,education,test
cô dạy nhiệt tình chuyên môn cao .,positive,UIT-VSFC,education,test
cảm thấy cô rất nhiệt tình làm việc theo nhóm hiệu quả .,positive,UIT-VSFC,education,test
"nghỉ nhiều buổi thực hành , mất nhiều kiến thức quan trọng của oop không phổ biến và hướng dẫn cụ thể nội dung và phương pháp thực hành không nhiệt tình .",negative,UIT-VSFC,education,test
"thầy dạy tận tụy , tâm huyết .",positive,UIT-VSFC,education,test
"giảng viên tích cực giúp đỡ sinh viên , đảm bảo giờ lên lớp .",positive,UIT-VSFC,education,test
đảm bảo đúng giờ học .,positive,UIT-VSFC,education,test
"chấm bài theo hệ thống hay báo lỗi , không được sáng tạo theo lối nghĩ riêng .",negative,UIT-VSFC,education,test
"cô tận tâm , nhiệt tình trong giảng dạy .",positive,UIT-VSFC,education,test
nên tăng thêm nhiều thời gian thực hành vì môn game khó mà chỉ thực hành có 3 buổi thì không đủ để sinh viên có thể hiểu hết vấn đề .,negative,UIT-VSFC,education,test
giảng viên rất nhiệt tình .,positive,UIT-VSFC,education,test
"cần cho thêm nhiều tài liệu , bài tập để sinh viên tự nghiên cứu .",negative,UIT-VSFC,education,test
em nghĩ như vậy sẽ tốt hơn vì họ sẽ biết được khả năng của sinh viên trong lớp tới đâu để cho bài thực hành được phù hợp với trình độ của sinh viên .,neutral,UIT-VSFC,education,test
giảng viên dạy tận tình hiệu quả .,positive,UIT-VSFC,education,test
"phòng thực hành về java nhưng máy tính lại không cài netbean , em mong trong những học kỳ sau trường sẽ khắc phục vấn đề này .",negative,UIT-VSFC,education,test
cách dạy chuyên nghiệp .,positive,UIT-VSFC,education,test
thầy không lên lớp bất cứ buổi nào của tiết thực hành và cũng không thấy rằng thầy bù cho những tiết đó .,negative,UIT-VSFC,education,test
"thầy khá vui tính , gần gũi với sinh viên , nhiệt tình .",positive,UIT-VSFC,education,test
thầy dạy hơi khó hiểu đối với em .,negative,UIT-VSFC,education,test
không hiểu học ra để áp dụng vào cái gì .,negative,UIT-VSFC,education,test
"cô dễ thương , giảng hay , nhiệt tình , thân thiện với sinh viên .",positive,UIT-VSFC,education,test
bài tập phong phú .,positive,UIT-VSFC,education,test
cách truyền đạt hơi buồn ngủ !,negative,UIT-VSFC,education,test
dạy học theo chương trình .,neutral,UIT-VSFC,education,test
bài học khá hữu ích .,positive,UIT-VSFC,education,test
giáo viên rất nhiệt tình .,positive,UIT-VSFC,education,test
dạy kết hợp với các hoạt động liên quan đến bài học để sinh viên dễ dàng nắm và nhớ kiến thức hơn .,negative,UIT-VSFC,education,test
tất cả .,neutral,UIT-VSFC,education,test
không hỗ trợ giảng bài khi giảng viên chính bận .,negative,UIT-VSFC,education,test
quan tâm đến tình hình học tập của sinh viên rất nhiều .,positive,UIT-VSFC,education,test
"giáo viên dạy nhiệt tình , đảm bảo kiến thức cho sinh viên , lên lớp đúng giờ .",positive,UIT-VSFC,education,test
thầy bắt viết nhiều quá .,negative,UIT-VSFC,education,test
thầy giải bài tập rõ ràng .,positive,UIT-VSFC,education,test
"vui tính , nhiệt tình giảng bài .",positive,UIT-VSFC,education,test
"khả năng truyền đạt của giảng viên kém , dễ gây chán và buồn ngủ cho sinh viên .",negative,UIT-VSFC,education,test
giảng tận tình .,positive,UIT-VSFC,education,test
"giảng viên dạy rất chi tiết , dễ hiểu , nội dung kiến thức khá đầy đủ .",positive,UIT-VSFC,education,test
đề nghị có câu trả lời cụ thể khi sinh viên hỏi bài .,negative,UIT-VSFC,education,test
nâng cấp hệ thống máy tình phòng thực hành .,negative,UIT-VSFC,education,test
"thầy còn hướng dẫn các kỹ năng thuyết trình , học tiếng anh chuyên ngành , làm báo cáo , slide .",positive,UIT-VSFC,education,test
"thầy đăng thông báo trên facebook cá nhân , cách thầy nói chuyện dễ gây hiểu nhầm .",negative,UIT-VSFC,education,test
"đảm bảo thời gian học đầy đủ , đảm bảo học hết trong giáo trình .",positive,UIT-VSFC,education,test
sinh viên chưa tiếp xúc được với giáo viên .,negative,UIT-VSFC,education,test
các phần bài tập ví dụ cần rõ ràng và rành mạch .,negative,UIT-VSFC,education,test
giảng viên nhiệt tình giảng dạy hay và dễ hiểu .,positive,UIT-VSFC,education,test
thân thiện và dễ tiếp thu hơn .,negative,UIT-VSFC,education,test
cô chỉ dẫn rất chu đáo và giảng giải kỹ .,positive,UIT-VSFC,education,test
giảng viên giảng chưa kỹ .,negative,UIT-VSFC,education,test
"thầy gặp rất nhiều vấn đề về thời gian , số ngày học tuy đủ nhưng rất mất thời gian khi thầy đợi bọn em lên lớp rồi mới chịu nhắn cho nghỉ học , rất tội cho những bạn nhà xa .",negative,UIT-VSFC,education,test
giảng viên cung cấp nhiều mẹo hay trong môn học .,positive,UIT-VSFC,education,test
giáo viên giảng dạy tận tình và cho làm nhiều bài tập tại lớp .,positive,UIT-VSFC,education,test
giảng bài rất dễ hiểu bài .,positive,UIT-VSFC,education,test
phương pháp dạy học .,neutral,UIT-VSFC,education,test
rất không hài lòng .,negative,UIT-VSFC,education,test
tăng thời gian nghe tiếng anh .,negative,UIT-VSFC,education,test
nửa học kỳ không có giáo viên hướng dẫn thực hành .,negative,UIT-VSFC,education,test
"thầy vui vẻ , hòa đồng , tận tâm .",positive,UIT-VSFC,education,test
giảng viên nhiệt tình tận tâm .,positive,UIT-VSFC,education,test
"thầy dạy chưa hết chương trình học , nghỉ không thông báo trước , nghỉ không dạy bù .",negative,UIT-VSFC,education,test
"sự tận tâm , kiên nhẫn giảng và giải thích để sinh viên nắm được bài .",positive,UIT-VSFC,education,test
vì thế không thể tốt toàn vẹn được .,negative,UIT-VSFC,education,test
thầy dạy rất nhiệt tình và luôn tạo không khí thoải mái trong giờ học .,positive,UIT-VSFC,education,test
"giảng kỹ , dễ hiểu .",positive,UIT-VSFC,education,test
"khiến người học có cảm giác như đang tham gia hội nghị đa cấp thay vì đang học , nội dung môn này nên có thêm phần nói về đạo đức của người kỹ sư , cử nhân ngành công nghệ thông tin thay vì nói về những thứ không thực tế .",negative,UIT-VSFC,education,test
phương pháp dạy rất hay .,positive,UIT-VSFC,education,test
để sinh viên thực hành nhiều hơn .,negative,UIT-VSFC,education,test
"thầy dạy tận tâm , nhưng thầy thường nói đến những phần nghiên về lập trình mạng .",negative,UIT-VSFC,education,test
"cô hướng dẫn , giải thích kiến thức môn học rất cụ thể và dễ hiểu .",positive,UIT-VSFC,education,test
"cô dạy học rất nhiệt tình với sinh viên , hướng dẫn rõ ràng , có logic .",positive,UIT-VSFC,education,test
khi chia nhóm em không học bên nhóm của thầy này và thầy cũng rất ít lên lớp nên em không có ý kiến gì .,neutral,UIT-VSFC,education,test
thầy rất nhiệt tình nhắc lại nhiều lần những kiến thức hay bị quên .,positive,UIT-VSFC,education,test
"lên lớp thầy không có hướng dẫn , giải thích một vài thứ mình sẽ làm ( các môn khác thì có hướng dẫn sơ lược ) .",negative,UIT-VSFC,education,test
cô rất nhiệt tình và tận tâm .,positive,UIT-VSFC,education,test
kế hoạch giảng dạy tốt .,positive,UIT-VSFC,education,test
"giảng viên trẻ , nhiệt huyết nhưng thiếu kinh nghiệm , khuyến khích sinh viên thực hành trên hackerrankdotcom .",positive,UIT-VSFC,education,test
chưa sâu rõ hoàn toàn kiến thức .,negative,UIT-VSFC,education,test
"nên cho thi hình thức trắc nghiệm , giúp sinh viên được hiểu rộng , đề thi năm nào cũng cùng một dạng , giống như sinh viên đang học tủ .",negative,UIT-VSFC,education,test
"ít sử dụng micro , nói nhỏ .",negative,UIT-VSFC,education,test
"giáo viên tận tâm , nhiệt huyết trong giảng dạy , có phần mở rộng để sinh viên hiểu rõ hơn về vấn đề .",positive,UIT-VSFC,education,test
"cô giảng rất hay , dễ hiểu .",positive,UIT-VSFC,education,test
giáo viên giải bài tập cần giải thích kỹ hơn lý do vì sao đáp án đó đúng hoặc vì sao sai để sinh viên biết nên sửa chữa chỗ nào cho hợp lý và biết mình sai ở đâu .,negative,UIT-VSFC,education,test
cần có nhiều bài tập và những buổi bài tập để các sinh viên hiểu được bài .,negative,UIT-VSFC,education,test
thầy là giáo viên tận tâm nhất từ khi em bước vào đại học .,positive,UIT-VSFC,education,test
nên nâng cao hơn .,negative,UIT-VSFC,education,test
"giáo viên còn chưa có sự tương tác với sinh viên , giảng hơi nhanh .",negative,UIT-VSFC,education,test
"dạy hầu như bằng tiếng việt , nó giống như 1 lớp học ngữ pháp ở cấp 3 mà tôi chẳng mấy ứng dụng và chẳng có hứng thú khi học tiếng anh ở trường 1 kiểu mà chỉ coi trọng điểm số .",negative,UIT-VSFC,education,test
bài tập còn chưa đa dạng .,negative,UIT-VSFC,education,test
thầy nên hỗ trợ hướng dẫn và tương tác với các bạn sinh viên nhiều hơn .,negative,UIT-VSFC,education,test
thầy nhiệt nhiệt tình vui tính niềm nở với sinh viên .,positive,UIT-VSFC,education,test
dứt khoát .,positive,UIT-VSFC,education,test
"phòng máy thực hành còn yếu , máy chạy chậm hay đơ , thỉnh thoảng còn hư , mạng để hỗ trợ ta cứu trong phòng máy còn chậm .",negative,UIT-VSFC,education,test
thầy chia sẻ những kinh nghiệm về bên ngoài rất hay và đáng để học hỏi .,positive,UIT-VSFC,education,test
"thầy quá tuyệt vời , nhiệt tình , quá chu đáo .",positive,UIT-VSFC,education,test
trời nóng .,negative,UIT-VSFC,education,test
tiết học lúc nào cũng sôi nổi .,positive,UIT-VSFC,education,test
hướng dẫn rõ ràng cách thực hiện .,positive,UIT-VSFC,education,test
phương pháp dạy hiệu quả .,positive,UIT-VSFC,education,test
dạy được .,positive,UIT-VSFC,education,test
"thầy có nhiều kinh nghiệm , hỗ trợ sinh viên cho việc thực hành các bài tập trên lớp .",positive,UIT-VSFC,education,test
thầy luôn đến lớp đúng giờ và giảng dạy nhiệt tình .,positive,UIT-VSFC,education,test
cô dạy rất vui và nhiệt tình dễ hiểu bài .,positive,UIT-VSFC,education,test
thầy nên tương tác với sinh viên nhiều hơn ạ .,negative,UIT-VSFC,education,test
nội dung quá lý thuyết và sơ sài .,negative,UIT-VSFC,education,test
cần hướng dẫn bài tập cho sinh viên một cách chi tiết hơn nữa .,negative,UIT-VSFC,education,test
"không khí lớp học không được sôi động , năng nổ .",negative,UIT-VSFC,education,test
em không có ý kiến gì về cách giảng dạy của giảng viên .,neutral,UIT-VSFC,education,test
thường xuyên trao đổi các vấn đề trên hệ thống moodle .,positive,UIT-VSFC,education,test
"thầy hiền vui tính , dạy bài tập dễ hiểu .",positive,UIT-VSFC,education,test
"thầy hay nghỉ mà không báo trước , và không cung cấp slide cho sinh viên .",negative,UIT-VSFC,education,test
cực dễ hiểu bài luôn .,positive,UIT-VSFC,education,test
thầy giảng nhanh trong khi slide ít code .,negative,UIT-VSFC,education,test
thầy rất hiền dạy dễ hiểu và rất nhiệt tình khi trả lời học sinh .,positive,UIT-VSFC,education,test
"hướng dẫn tốt , tận tình .",positive,UIT-VSFC,education,test
thầy sửa bài tập ít .,negative,UIT-VSFC,education,test
thầy dạy hay rất dễ hiểu .,positive,UIT-VSFC,education,test
dạy full english .,negative,UIT-VSFC,education,test
"giảng viên tận tình , diễn đạt dễ hiểu , ví dụ đưa ra cụ thể .",positive,UIT-VSFC,education,test
tính thực tiễn của môn học .,neutral,UIT-VSFC,education,test
nhiệt tình giúp sinh viên .,positive,UIT-VSFC,education,test
cô giảng bài rất là hay và không nhàm chán .,positive,UIT-VSFC,education,test
"giảng viên cần tích cực đi dạy đầy đủ , gần gũi với sinh viên hơn thay vì lên cho bài tập rồi ngồi một chỗ .",negative,UIT-VSFC,education,test
cô lên lớp đầy đủ và dạy theo đúng chương trình .,positive,UIT-VSFC,education,test
kết thúc tiết học quá trễ .,negative,UIT-VSFC,education,test
"giảng viên hướng dẫn chi tiết , rõ ràng .",positive,UIT-VSFC,education,test
giảng viên đến lớp sớm hơn .,negative,UIT-VSFC,education,test
sáng tạo trong giảng dạy .,positive,UIT-VSFC,education,test
đảm bảo cho sinh viên không ngủ gật .,neutral,UIT-VSFC,education,test
"thầy giảng bài khó hiểu , không trình bày cách giải bài tập cho sinh viên .",negative,UIT-VSFC,education,test
"thầy dạy rất dề hiểu , tiếp thu bài nhanh .",positive,UIT-VSFC,education,test
"giáo viên giảng dạy nhiệt tình , dễ hiểu .",positive,UIT-VSFC,education,test
giáo viên chỉ dẫn rất nhiệt tình .,positive,UIT-VSFC,education,test
nắng vào buổi sáng ở gần cửa sổ .,negative,UIT-VSFC,education,test
"nhiệt tình , vui vẻ , hướng dẫn tốt .",positive,UIT-VSFC,education,test
cô giảng hơi nhanh .,negative,UIT-VSFC,education,test
dạy nhiệt tình nhiều bài tập .,positive,UIT-VSFC,education,test
tạo không khí vui vẻ cho lớp học .,positive,UIT-VSFC,education,test
thầy không sử dụng moodle .,negative,UIT-VSFC,education,test
em mong giờ lên lớp có những niềm vui hơn .,negative,UIT-VSFC,education,test
"giảng dễ hiểu , cung cấp tài liệu học tập đầy đủ .",positive,UIT-VSFC,education,test
"cô wzjwz290 dạy rất tận tâm , nhiệt tình colonsmile .",positive,UIT-VSFC,education,test
thầy giảng bài rất chi tiết và dễ hiểu .,positive,UIT-VSFC,education,test
"cách giảng dạy của cô có vẻ theo khuôn mẫu , truyền thống , nên mặc dù em biết cô đã rất tâm huyết với từng giờ lên lớp nhưng vẫn không gây được hứng thú cho các bạn .",negative,UIT-VSFC,education,test
tiết học nhàm chán .,negative,UIT-VSFC,education,test
"thầy nên quan tâm mức độ khó của từng câu và phân bổ thời gian hợp lý , hơn là cho một cái đề thi mức độ xử lý như nhau nhưng rải rác quá nhiều , khiến chúng em thi trên giấy vô cùng khó khăn .",negative,UIT-VSFC,education,test
chấm báo cáo hơi khắt khe .,negative,UIT-VSFC,education,test
thầy tốt .,positive,UIT-VSFC,education,test
thầy nền cộng điểm phát biểu hay có nhiều điểm cộng hơn .,negative,UIT-VSFC,education,test
nói còn hơi nhỏ .,negative,UIT-VSFC,education,test
"học xong môn này , em không có thêm một chút kiến thức nào về môn điện tử cũng như cách vận dụng những gì đã học vào thực tế .",negative,UIT-VSFC,education,test
"nắm được tất cả tên các thành viên trong lớp , thường xuyên quan tâm tới sinh viên .",positive,UIT-VSFC,education,test
cho phép sinh viên chuẩn bị bài trước tiết kiệm thời gian làm thực hành .,positive,UIT-VSFC,education,test
đây là môn có thực hành nhưng tới khi kết thúc vẫn không thấy thực hành đâu cả .,negative,UIT-VSFC,education,test
"quá tệ , giáo viên dạy cứng nhắc , lấy code trên mạng về bắt sinh viên copy code và chạy .",negative,UIT-VSFC,education,test
em thấy thầy giảng hơi bị buồn ngủ .,positive,UIT-VSFC,education,test
"còn khoảng 15 - 20 phút cuối giờ mới mở slide lên và đọc slide , lướt rất nhanh nên sinh viên không thể hiểu bài được .",negative,UIT-VSFC,education,test
chưa tạo được sự phấn khởi và không khí học tập năng động và náo nhiệt .,negative,UIT-VSFC,education,test
thường xuyên dạy lố giờ .,negative,UIT-VSFC,education,test
