text,label,source,domain,split
"Khuyên mọi người đừng mua... Cấu hình rất tệ... Pin thì sạc không được, nói chung tui xài nokia 6.2 còn bền hơn",neutral,polarbear-vi-SA,mixed,test
Tuyệt vời.đọc bình luận ko hay nhưng vẫn quyết định mua.trên cả mong đợi.ngon hơn not8 pro,neutral,polarbear-vi-SA,mixed,test
"Cam trước sau tạm ổn, pin khá lâu, đt hơi dài,loa tốt, cảm ứng vân tay chưa được ổn lắm mình phải thử 2-3 lần mới đc có khi còn khoá máy",neutral,polarbear-vi-SA,mixed,test
Mình mới sử dụng được 2 tháng nhưng pin chỉ còn 95%. Vậy mình có được đổi sp mới k vậy TGDD?,neutral,polarbear-vi-SA,mixed,test
"Mới mua máy xong, cảm biến vân tay khá nhạy, không có hiện tượng bị loạn bàn phím, pin ngon sạc nhanh hơn 1h30 phút là đầy pin.",neutral,polarbear-vi-SA,mixed,test
Mình mua ngày 5/5/2020 giá 8.990.000đ không được khuyến mãi gì cả. Nhưng hài lòng về nhân viên. Máy đợi test thêm thời gian nữa sẽ đánh giá tiếp.,neutral,polarbear-vi-SA,mixed,test
Máy rất tốt so với tầm giá. Nếu có nhu cầu sd cban thì nên mua con này. 👍👍👍😍😍😍,neutral,polarbear-vi-SA,mixed,test
Mong samsung có bản cập nhật fix cải thiện hiệu suất pin và độ nhạy cảm ứng sản phẩm sẽ tuyệt vời hơn,positive,polarbear-vi-SA,mixed,test
"Sp rất tệ
Mới mua mà đơ máy ứng dụng chạy chậm  cảm ứng hay bị lỗi sạc pin hơn 3h mới đầy",neutral,polarbear-vi-SA,mixed,test
"cấu hình chưa mượt lắm, nói chung tạm được, hi vọng săn phẩm mới sẽ update thêm nhiều tính năng hay hơn",positive,polarbear-vi-SA,mixed,test
Vì khe 2 dùng chung nên dùng thẻ nhớ thì chỉ dùng được 1 sim. Mua bản 128gb sẽ tiện hơn nếu dùng 2 sim :))),neutral,polarbear-vi-SA,mixed,test
Sản phẩm rất tốt .tiện đay cho tôi hỏi .trong mấy có p.mềm cua vivo co nói là thây ốp miễn phí cho các dòng mấy vivo là có thật không ạ.,neutral,polarbear-vi-SA,mixed,test
"Sử dụng gần cả tháng Tất cả điều ổn ủng hộ hàng việt , có nhu cầu sẽ ủng hộ thêm",neutral,polarbear-vi-SA,mixed,test
Ở đây đã ae nào sửa dc lỗi camera chưa ạ nghe mn ns cấp nhật phần mềm sẽ hết mih đã cập nhật mà vẫn ko thế hết dc...nản cứ mỗi lần phai dug đến camera là muốn máy đi..,neutral,polarbear-vi-SA,mixed,test
"Pin trâu, máy ảnh đẹp có khả năng chụp phơi sánh 32s, chụp được dải ngân hà, bền, cảm ứng rất nhạy, rất mượt, giáo hàng nhanh,",neutral,polarbear-vi-SA,mixed,test
"Mọi thứ ok,chê mỗi camera ,sóng cũng hơi kém nhưng không ảnh hưởng gì đến cuộc gọi.trong tầm giá này thì không có con nào vượt qua được.",neutral,polarbear-vi-SA,mixed,test
Pin khá ổn ạ. Dùng từ 8h sáng đến 22h35 mà đt vẫn còn 41% mà mk vẫn xem video nhiều. Cảm ứng mượt chưa thấy đơ như mọi ng nói. Có điều là sóng 4g viettel hơi yếu ạ. Vào mạng bằng wifi thì mượt lắm. Chụp hình đẹp nữa ạ,neutral,polarbear-vi-SA,mixed,test
"Tui mua về test pin để max độ sáng 30phút xem video full hd trên youtube max âm lượng tầm 8% pin! Như vậy tầm 6h on screen với độ sáng 100% vậy pin khá ổn! Camera tốt, chiến game khá, loa to ấm, thiết kế đẹp! Cho 4 sao vì viền bằng nhựa, camera hơi lồi, vuốt từ cạnh không thoải mái lắm!",neutral,polarbear-vi-SA,mixed,test
"Rất đẹp , xài ok ,  chup hinhf rat dep gi cung k cao lam nhưng xai dc 1nam dây sạc xài hãng báo k hỗ trợ . Ngoài ra rất ok từ máy tới cửa hàng bán máy rất tốt ,",neutral,polarbear-vi-SA,mixed,test
"Máy tốt trong phân khúc pin ổn ,thấy nhiều người phàn nàn nhưng có lẽ chưa biết cách điều chỉnh tối ưu thôi ...  với tôi đang dùng S9plus giờ dùng thêm cái này hài lòng về máy nếu được trang bị thêm chống rung cho camera nữa thì quá ok .",neutral,polarbear-vi-SA,mixed,test
"Mua hàng tại TP hưng yên 
Mọi thứ đều rất tuyệt từ chú Bảo Vệ đến các bạn Nhân Viên . Máy thì an tâm nha , chắc có lẽ duyên hay sao mà máy chẳng bao giờ lỗi cái gì mà mấy b than pin với sạc . Dùng dt nó phục vụ mk chứ k phải mua để hầu nó . 1-2%pin mà cứ than chi mệt , các bạn có dùng dc cái máy nào 3 năm k thay hay k mà cứ lo sợ . Còn sạc thì là sạc nhanh , sạc qua đêm thoải mái , k thì trc khi đi ngủ sạc 1h15 là coi như đầy r (pin trên 20%)",neutral,polarbear-vi-SA,mixed,test
"Sản phẩm sử dụng rất tốt, thiết kế đẹp mắt, phù hợp với nhu cầu sử dụng, giá thành hợp lý. Rất ưng ý về sản phẩm",neutral,polarbear-vi-SA,mixed,test
Máy Ngon về mọi mắt có vẻ bắt wifi kém thôi :V hên là sài 1 cái trong nhà ok tuyệt vời cho ai cần mua em nó,neutral,polarbear-vi-SA,mixed,test
Mới lấy hôm 28/7 theo mình máy cầm chắc tay. Pin 5000 nhưng cầm ko quá nặng so với những dòng khác. Mình chỉ xài tác vụ bình thường. Ko chơi game nên nghĩ khá ổn trong tầm giá. Camera chụp ok. Pin xài cũng khá. Loa vừa phải ko quá lớn nhu các dòng Redme khác. 2Gram nên tác vụ cũng hơi chậm so với 3Gram trở lên. Cho 4* vì nhân viên của DMX tư vấn khồg chuyên nghiệp bằng nhân viên TGDD.,neutral,polarbear-vi-SA,mixed,test
Vừa lấy con 11 pro 256gb màu xanh rêu. Nhìn chung màu máy năm nay có con màu này là ấn tượng nhất. Nói chung iphone ngon như giá tiền bỏ ra. Ai mua iphone 11 chịu khó dán màn hình nha trầy uổng lắm!!!,neutral,polarbear-vi-SA,mixed,test
"Máy pin rất trâu sử dụng hơn 1 ngày, chiến game rất mượt, camera ổn, nhân viên phục vụ nhiệt tình, vui vẻ. Quà tặng ngon. Rất hài lòng.",neutral,polarbear-vi-SA,mixed,test
Cảm ứng cực tệ. Nhiều lúc viết tin nhắn mà k viết đc chán nản. Đổi k cho đổi trả,neutral,polarbear-vi-SA,mixed,test
Máy đẹp chạy mượt mà pin tốt camera chụp ảnh rất tốt xoá phông tốt nhưng sạc pin chậm sạc hơn 3h mới đầy vân tay nhạy nói chung rất thích iPhone 7 plus,neutral,polarbear-vi-SA,mixed,test
"đáng đồng tiền bỏ ra máy chơi game cực mượt.cầm máy nhẹ nhàng ko mỏi tay,nhiều tính năng mới mà chỉ có trên sản phẩm của oppo",neutral,polarbear-vi-SA,mixed,test
"Xài được 1 tháng, máy mượt,hôm mua chỉ 6,2triệu, xài lâu không bị nóng máy,pin xài một ngày thoải mái.Tóm lại thương hiệu Xiaomi xài rất tuyệt vời, cộng với TGDD bán hàng tuyệt vời luôn!",neutral,polarbear-vi-SA,mixed,test
"Sản phẩm nhỏ gọn, vừa tay thiết kế màu sắc đẹp mắt , sang trọng. Máy dùng rất mượt mà, chế độ bảo hành rất tốt, pin khoẻ",neutral,polarbear-vi-SA,mixed,test
"Mới mua được 1 tuần sài rất ok. Giá rẻ máy sịn, sạc nhanh sài ổn định. Mãi ủng hộ oppo",neutral,polarbear-vi-SA,mixed,test
So với tầm giá thì đánh giá máy khá ok chơi game lqmb voi pug khá mượt ko giật lag pin thì khỏi bàn chơi liên tục 5h mà vẫn còn 30% lên mạng nhanh chỉ có cái camera thì chụp hơi xấu. Tính đồ game thì nên chọn em này.,neutral,polarbear-vi-SA,mixed,test
"Nhân viên tận tình , phục vụ nhiệt tình rất ấn tượng. Sẽ mua nhiều sp của shop. Chất lượng sp chính hãng chất lượng rất tốt.",neutral,polarbear-vi-SA,mixed,test
"Sau một tuần sử dụng thấy máy nóng chỉ vào Zalo Facebook Youtube mà máy nóng thôi rồi sạc pin cũng vậy , vào mạng kém pin xuống nhanh. nạp đầy pin ko sử dụng để từ 23h tới 07h ko dùng tụt 14% phin",positive,polarbear-vi-SA,mixed,test
Máy mới mà dùng bi. Lỗi.. Nhiều lúc bị đứng máy.. Tự động vào trình duyệt chrome. Cho hỏi vấn đề ở đâu,neutral,polarbear-vi-SA,mixed,test
Máy dễ nóng. Mà bị nóng máy lên là cảm ứng bấm không dính. Rất ức chế. Mình mua dt dc 3 thág,neutral,polarbear-vi-SA,mixed,test
"Dùng được 12 ngày thấy pin dùng ok,sạc nhanh nhưng vân tay mở khoá màn hình k được nhạy,lúc được lúc không",neutral,polarbear-vi-SA,mixed,test
bị lỗi sạc máy báo đang quá nóng xong sạc tới 75% dừng luôn.không biết có cách nào khắc phục tình trạng này không,neutral,polarbear-vi-SA,mixed,test
Không cho kết nối cáp usb với máy tính.  Không hỗ trợ ucb otg. Quá tệ cho mức giá tầm trung.  Thua cả những máy đời cũ.  Được mỗi bộ nhớ trong 128 gb,positive,polarbear-vi-SA,mixed,test
Thiết kế nhiều camera máy nhìn ko đẹp nỗi máy có tiền lên mua iPhone mọi ng nhé máy dùng quá chán,neutral,polarbear-vi-SA,mixed,test
"Máy rất đẹp,pin dùng ổn,camera chụp đẹp,nét,màn hình rất chân thật,chỉ có điều sạc pin quá lâu,không có công nghệ sạc nhanh,sạc mất gần 3h mới đầy,còn lại đều tuyệt",neutral,polarbear-vi-SA,mixed,test
Điện thoại có vài vết sọc nhỏ trên màn hình. Dù mới mua cách đây 4 ngày. Sử dụng tạm ổn. Đôi khi bị lag nhẹ,neutral,polarbear-vi-SA,mixed,test
"Mọi thứ đều ổn.
Tôi mua máy gần được 1tháng sử dụng thì máy mau hết PIN độ chai pin đo được tại ứng dụng phone info là 69.1.chai 29,9 phần trăm  cảm biến vân tay ko được nhậy.lúc mở hộp thì tgdd.đã mở sẵn và dán miếng chống xước trước dù biết là sp.zin nhưng vẫn e ngại",neutral,polarbear-vi-SA,mixed,test
"Mới sài thấy cũng OK số với tầm giá này , đôi khi còn hơi đơ hok biết đó mạng hay máy nữa",positive,polarbear-vi-SA,mixed,test
"Sản phẩm tuyệt vời, nhân viên hỗ trợ hết mình, máy nhanh mượt, màu vàng mới sang trọng",neutral,polarbear-vi-SA,mixed,test
Em muốn đổi realme5i 3g 32 lấy con nay phải bù vào bn tiền vậy shop...em mua được hơn 1 tháng rồi,neutral,polarbear-vi-SA,mixed,test
Nói chung là bình thường xem youtube hơi bị nhòe mới dùng được 3 ngày nên chưa biết thế nào,neutral,polarbear-vi-SA,mixed,test
"Camera chụp ko đẹp, mình hơi thất vọng, màu nhạt và lúc chụp thì xấu. Lúc ảnh lưu vào thì đẹp hơn tí.
Camera trước ảo
Pin cũng dùng 1 ngày.",positive,polarbear-vi-SA,mixed,test
"Sài đc. Chỉ mỗi cái máy hay đơ cả khi đọc báo. Pin trâu khi nghe gọi đọc báo. Tụt nhanh khi xem phim,game..",positive,polarbear-vi-SA,mixed,test
"Điện thoại đẹp camera chụp siêu nét . Không hề bị lag giật gì hết , loa to , vân tay dưới màn hình nên không thể ss với 1 chạm",neutral,polarbear-vi-SA,mixed,test
mua đt đc 4 ngày pin tuot wa nhanh sac đây từ lúc 8H15 để tôi sáng mặt 13% pin that vọng,positive,polarbear-vi-SA,mixed,test
Tốt sài sang trọng có cá tính lĩnh lãm choi game khong lac that tiet voi voi dt.,neutral,polarbear-vi-SA,mixed,test
"Sản phẩm quá tuyệt vời, mọi thử diễn ra nhanh ngoài mong đợi, nhân viên vui vẻ. Mong TGDĐ sớm có dịch vụ dán máy PPF.",neutral,polarbear-vi-SA,mixed,test
"Mua được 1 tháng. Mọi thứ đều ổn không có gì phàn nàn. Màn hình sắc nét, loa lớn, phản hồi nhanh, không chơi game pin dùng khoảng 2 ngày, đã làm rơi 1 lần và không xước xác gì. Tóm lại là tốt trong tầm giá.",neutral,polarbear-vi-SA,mixed,test
"Sản phẩm đẹp, chất lượng tốt, nhân viên tư vấn nhiệt tình.                       Uk",neutral,polarbear-vi-SA,mixed,test
"Ưu điểm : Máy thiết kế đẹp, pin trâu, chạy mượt đặc biệt đây là thương hiệu Việt Nam
Nhược điểm : máy không có tính năng hẹn giờ tắt/mở nguồn tự động và quay số nhanh. Có 2 tính năng đó nữa là ngon",neutral,polarbear-vi-SA,mixed,test
"E mới mua lúc sáng mơi thủ đều ổn rất OK , chỉ có camera sau bị tôi qua kg biết vận đề gì ạh",neutral,polarbear-vi-SA,mixed,test
"E mua máy là 3tr990, máy đẹp, loa rõ, cam xiu đẹp luôn nè, màn hình xem phim cực đã, cầm vừa tay luôn,... nói chung là OK. Nhân viên TGDT ÔMôn Cần Thơ tư vấn nhiệt tình vs đẹp trai dễ thương lắm nha, anh Mạnh í",neutral,polarbear-vi-SA,mixed,test
"Máy mạnh, chơi game mượt mà, tuy nhiên màn hình không tràn viền nhưng lại rất đẹp. Nói chung xứng đáng với giá tiền và thái độ phục vụ của TGDD rất tốt",neutral,polarbear-vi-SA,mixed,test
Bị lỗi nhiều quá. Chắc tại máy mới samsung chưa cập nhật phần mềm tương thích với máy. Máy sài dễ bị nóng nữa.,neutral,polarbear-vi-SA,mixed,test
"máy mới cập nhật bản miui 10.3 tự nhiên làm camera tệ hơn rất nhiều ,  nó cứ rè rè sao ý , ae nên cân nhắc trc khi cập nhật",positive,polarbear-vi-SA,mixed,test
"Bữa 1/5 giảm 400k không có tiền mua, đến khi có tiền mua thì hết giảm, mua xong được 3 hôm thì lại giảm giá cay. Mà trải nghiệm thấy cũng ổn, nên thôi kệ coi như mình đen vì mua giá giá 5990 chứ hk phải 5490",neutral,polarbear-vi-SA,mixed,test
Sạc nhanh 25w tặng sạc dụ phong 15w liệu có đáp ứng đủ. Cảm biến vân tay ko nhạy hơi thát vọng. Còn lại máy mượt cam đẹp ok hết,neutral,polarbear-vi-SA,mixed,test
Máy dùng ở mức khá ok. Nhiều chức năng không được linh hoạt như android. Thời điểm hiện tại là được 1 năm sử dụng máy chiến pubg được 4-5 tiếng. Máy mua về chỉ để chơi game. Được cái sang haha,neutral,polarbear-vi-SA,mixed,test
"Mình dùng được 1 tháng rồi, nhìn chung thì khá hài lòng với kiểu dáng và chất lượng máy, có 1 điểm hơi buồn là phần cạnh máy dễ bị xước quá, dù có sử dụng ốp bảo vệ",neutral,polarbear-vi-SA,mixed,test
Máy xài hay bị đơ.thấy hối hận khi mua 9s này.độ sáng màn hình kem màn hình khong bang dt sam saung,positive,polarbear-vi-SA,mixed,test
"Máy chất lượng, mượt, cấu hình ok, sử dụng rất thích. Tôi rất hài lòng về sản phẩm này.",neutral,polarbear-vi-SA,mixed,test
"Cấu hình dùng ngon. Tất cả đều ok trừ cái màn hình ra ngoài trời sáng cực mờ và tối, chất lượng màu sắc cực kì tệ.",positive,polarbear-vi-SA,mixed,test
"Vừa mua hôm 12/9. 
Chỉ là khi về nhà tự xem review và ý kiến thì mình thấy không được như nhân viên giới thiệu. 
Ví dụ như chip, chip Snap thì mạnh thật, nhưng dòng 460 thì hơi chán. Hay sạc nhanh nhưng mình sạc cả tiếng mới được trên dưới 20%?
Mình thì thuộc dạng mù công nghệ nên thấy thế thì hơi chán. Giờ nếu đổi sang một con giá trị tương đương như Redmi note 8 hay note 7 thì được không?
Mong được nhận hồi đáp sớm.",neutral,polarbear-vi-SA,mixed,test
"Tưởng lổi 1 cái, ai dè đổi cái mới cũng y chan ,quá trời lổi trên sp,cập nhật phần mềm sài được 1 bữa  lại lổi tiếp. ko biết samsung tung ra sp này ra mà chưa kiểm lổi hết hả j á ,yêu cầu có chính sách đổi mới dòng khác, đợi phản hồi từ điện máy xanh và thi tgdd,  chứ mất lòng tin quá rồi!!",neutral,polarbear-vi-SA,mixed,test
Tôi muốn mua máy ss a51 3 ngày  . Cảm giác pin này quá yếu . Tôi muốn muốn đi đổi máy khác . Trong khi đó tôi trơi 1 trận game 15 phút hết 6% pin họ bảo do màn hình . Tôi test thử nhưng máy khác setting cùng 1 đồ họa và lượng pin chênh lệnh 3 % pin . Tiếp theo đó là để nguyên pin từ 2 tiếng bị sấp 4 % pin mà rõ tôi đã tắt tất cả các ứng dụng chạy ngầm . Họ test và bảo tôi máy vẫn bình thường . Và họ áp đặt lý lẽ của họ rằng máy tôi vẫn đang bình thường.,neutral,polarbear-vi-SA,mixed,test
"máy Sài đc một tuần bi đung máy, đem ra tgdđ được đổi máy mới về sai vẫn bị loi chẳng hiểu sao .zalo ,tiktot messenger, do là bi đung may cu tat nguồn khoi động lại sd được hơn một ngày vẫn bị đung máy, thật thất vong thật sự",neutral,polarbear-vi-SA,mixed,test
"Điện thoại này chán lắm. Anh họ mình mua được 3 tháng đã lộ nhiều khuyết điểm, màn hình tối máy đơ lướt ko mượt loa rè nghe ko ấm, nguyên cái màn hình với cam lồi là ko thích rồi, ram dư ít đến khi các app tăng bộ nhớ máy ko thể hỗ trợ nổi. Thiết bị phụ kiện hỗ trợ dòng điện thoại này hiếm ở quê, bị vỡ màn hình cũng phải chạy lên tp thay nói chung bất tiện.",neutral,polarbear-vi-SA,mixed,test
"Pin khỏe quá, thích nhất em này về pin. Camera thấy khá tốt, thích cái cam góc rộng với can chụp cận cảnh.",neutral,polarbear-vi-SA,mixed,test
"Làm gì có loa kép ,quảng cáo sai,Loa đơn nhé nghe nhạc các thứ chỉ nghe được 1 loa duy nhất không như các hãng khác nghe cả 2 loa",neutral,polarbear-vi-SA,mixed,test
Mua được 5 ngày dùng ổn. Đa nhiệm game kém. Và bị hỏng củ sạc k hiểu tại sao. Cho em hỏi học củ sạc có được bảo hành k ạ,neutral,polarbear-vi-SA,mixed,test
Không biết mọi ng thế nào chứ mình xài thấy ok lắm.pin trâu cảm ứng tốt.vân tay hơi kém chút nhưng mà ok lắm,neutral,polarbear-vi-SA,mixed,test
"Máy ngon trong tầm giá, pin trâu, dùng tốt. Mỗi tội chơi game có hơi bị lag 1 chút xíu, và Liên Quân Mobile không hỗ trợ 60fps cho máy này. Mình thấy hơi thất vọng một chút.",neutral,polarbear-vi-SA,mixed,test
Giá như nó hình vuông cạnh và màn 4.7 thì quá ok..nhưng dc cái nhỏ mà có võ thì cũng tốt . Mà tại sao ip ko nâng cấp camera lên cao chút nhỉ,neutral,polarbear-vi-SA,mixed,test
Sau gần 1 tháng xài máy thì cảm thấy rất êm mượt pin tuy mau hết nhưng cũng trâu hơn android rất nhiều. Máy pin chưa tới 2000 nhưng so với android thì tầm 3 ngàn mấy (vì có bạn xài cái j7 pr) so sánh nên mới biết. Có điều mau hết pin khi dùng 3g còn dùng wif thì ok lắm. Nói chung rất thích dự là sẽ mua ip8 để tiếp tục xài :)),neutral,polarbear-vi-SA,mixed,test
"Rất ok,thiết kế đt rất đẹp,điều pin tuột nhanh:))chụp hình rất ok ,chơi game bao mượt",neutral,polarbear-vi-SA,mixed,test
A10s rất nhiều lỗi. Cảm ứng rất kém. Rất hay đơ máy. Mang ra samsung bảo trì thì bảo xong rồi. Mang về chả thấy khác gì,neutral,polarbear-vi-SA,mixed,test
"Mình mới mua máy hôm 14/02 nhưng thấy nhìn chung xài cũng tạm. Camera xấu mờ,hình ảnh nhạt không sắc nét không như quảng cáo chụp hình thua cả con J2 cũ ,cảm ứng chậm,vi xử lý chậm.",positive,polarbear-vi-SA,mixed,test
Dạ cho em hỏi. 11 pro max sạc vào rất nóng máy. Xài bằng sạc dự phòng mua ở tgdd luôn. Đã thử lấy sạc sạc cho máy khác thì lại không nóng. Do dòng nay sạc nóng vậy hay sao ạ.,neutral,polarbear-vi-SA,mixed,test
"Máy rất hay đơ và ấn nút nguồn mãi không sáng màn hình. Dù máy mới mua được 3 ngày. Quá tệ
 Đừng ai mua máy này nữa",neutral,polarbear-vi-SA,mixed,test
"Không như mong đợi, sử dụng 3 tháng pin thì tuột nhanh, nhiều lỗi phần mềm ko tự đăng nhập wifi, cứ hay bị lỗi một sim phải tắt mở lại mới được",neutral,polarbear-vi-SA,mixed,test
"Mình mua 4 tháng rồi sài cũng đc nhưng thỉnh thoảng đang vô ứng dụng này tự nhiên sang ứng dụng thấy hơi khó chịu có lúc bị đơ máy nữa ko biết sao, chơi game cấu hình cao ok nhưng liên quân thì cấu hình gì nó cũng bị đơ máy lúc đầu về sau rất mượt nếu có khắc phục bị đơ máy hoặc tự chuyển ứng dụng. Nếu có khắc phục thì mong ad giúp",neutral,polarbear-vi-SA,mixed,test
Cái giá nói lên tất cả rồi . 11 pro max đỉnh thật sự . Nhân viên nhiệt tình rất là hài lòng về thái độ tiếp đón phục vụ . Ai có khả năng thì nên tậu 1 con ^^,neutral,polarbear-vi-SA,mixed,test
"Mình dùng được hơn tuần rồi mình thấy may OK cảm ơn  TGDD 
Nói chung là pin rất trâu 
Chơi game rất mượt
Chụp ảnh đẹp.
Giá tiền hợp lí",neutral,polarbear-vi-SA,mixed,test
"Có ai đang bị tình trạng giống mình ko pin để từ tối lúc đi ngủ đến sáng chỉ tốn 2% ,sáng dậy đi làm từ 80% đến chiều về còn 45%",neutral,polarbear-vi-SA,mixed,test
"Sản phẩm sử dụng oke, chắc chắn. Nhân viên phục vụ tốt, nhiệt tình. Hài lòng khi mua ở tgdđ.",neutral,polarbear-vi-SA,mixed,test
"Điện thoại em mua đc 1 tháng mấy ngày đầu rất mượt nhưng về sau có dấu hiệu bị lag hay đứng máy. Em chơi liên quân mà lag, giật liên tục. Có cách nào khắc phục không ạ?",neutral,polarbear-vi-SA,mixed,test
"Sản phẩm chụp hình đẹp. Pin oki. Màu xanh đẹp. Tuy nhiên vao Facebook, Zalo nhập nhanh bị out ra. Không biết lỗi máy hay cấn nút gì.",neutral,polarbear-vi-SA,mixed,test
Mọi thứ thì quá ok trừ cái camera quá cùi bắp thua con nova 3e cũ của mình nói cchung hơi thất vọng sau khi sử dụng,positive,polarbear-vi-SA,mixed,test
"sp tuyệt vời, giá phù hợp, pin dùng lâu hết, nhân viên tư vấn nhiệt tình, ủng hộ TGDĐ",neutral,polarbear-vi-SA,mixed,test
Máy sau gần 1 tháng dùng tạm ok về cấu hình so với mức giá. Lâu lâu máy đơ k mở đc ứng dụng xong fai reset. Pin dùng nhanh tụt pin. Không biết có gì khắc phục được k.,neutral,polarbear-vi-SA,mixed,test
"Quá tuyệt vời🤣🤣🤣, máy sài ngon, chơi game cũng mượt, chụp ảnh đẹp, quá tốt trong tầm quá, mọi người xem thử và xem s nhé",neutral,polarbear-vi-SA,mixed,test
"Đã khiêng 1 em về dùng. Rất tuyệt luôn. Màn hình sắc nét, chụp ảnh miễn chê, pin qua ổn. Nhân viên phục vụ rất nhiệt tình❤️❤️❤️",neutral,polarbear-vi-SA,mixed,test
"Sản phẩm chắc chắn. Pin ổn. Độ nhạy cao. Chiến tốt các dòng game cấu hình thấp. Tuy nhiên sóng wifi yếu hơn so với các sản phẩm khác 1 vạch. Lúc sạc sờ vào máy bị giật. Mất an toàn 
Đánh giá bình thường",neutral,polarbear-vi-SA,mixed,test
Sản phẩm vừa túi tiền. Pin khoẻ. Sóng khoẻ. Dùng đc 4 tháng thấy mọi thứ ko có gì phàn nàn,neutral,polarbear-vi-SA,mixed,test
"Ko biết có phải do mình mua ngay máy dỡm ko mà máy mình chơi nó lag vãi ra, tác vụ bình thường thì cứ giật giật, chơi liên quân thì thôi rồi, tụt fbs dã man, thật sự thất vọng khi bỏ ra 6 củ mua ĐT này",neutral,polarbear-vi-SA,mixed,test
"Chỉ mình cách đổi nhạc chuông với. Trong máy có 5 nhạc chuông mặc định nhưng không đổi được, đổi xong nó lại quay về nhạc đầu tiên",neutral,polarbear-vi-SA,mixed,test
"Tiếc tiền quá. Máy hay bị đơ, chụp hình thì hỡi ôi luôn, cứ tái tái kiểu sao đó, hình ảnh k trung thực. Đọc báo có hình minh họa là chạy k lên hình luôn.",neutral,polarbear-vi-SA,mixed,test
"Mới mua nên chưa có cảm nhận gì nhiều. Thấy cũng ổn. Chị nhân viên tên Yến tư vấn nhiệt tình, dễ thương, duyên dáng",neutral,polarbear-vi-SA,mixed,test
"Sản phẩm sài tốt, pin trâu, camera tạm đc, chíp mạnh chơi game mượt, màn hình sắc nét.",neutral,polarbear-vi-SA,mixed,test
Số tiền bỏ ra không xứng đáng với chất lượng nhận lại. Vân tay hầu như dùng không được. Camera quá kém,positive,polarbear-vi-SA,mixed,test
Khi kéo thanh công cụ xuống thì nó lại vậy có khí thì cả màn hình bị xanh lè luôn !? Có ai bị như em không ạ ?,neutral,polarbear-vi-SA,mixed,test
"Sản phẩm tệ nhất tui từng mua , camera tệ , ko nhận sim đc nữa, cấu hình thì ko thích chút nào , độ phân giải 720p mà cứ như 480p v  , chơi game thì ko lag ,",positive,polarbear-vi-SA,mixed,test
màn hình lâu lâu bị chớp một cái thì làm sao đây ad cứ bị chớp khó chịu quá khởi động lại máy r nó vẫn y như v,neutral,polarbear-vi-SA,mixed,test
Dùng đc 7 tháng r máy rất ok. Mình chơi game ngày hơn 8 tiếng nhưng thấy đt cũng bt k quá nóng cũng k lag. Nói chung ok,neutral,polarbear-vi-SA,mixed,test
"Mới mua ở điện máy xanh, nhân viên tư vấn nhiệt tình,sau đây là một vài đánh giá của mình, máy giá bình dân mà dùng rất tốt pin châu chụp hình tạm được vân tay nhạy.mọi người nên mua máy này",neutral,polarbear-vi-SA,mixed,test
"Máy cực tệ .Chơi giật lag liên tục mặc dù là mới mua, lướt web thì đơ đơ lâu lâu tự out ra lun.. Cam thì quá tồi lấy nét quá chậm",neutral,polarbear-vi-SA,mixed,test
"Đã mua hơn 2 tuần và cảm nhận rất mượt game full setting . Máy sạc nhanh + hút 4G Wifi cực mạnh . Yếu điểm ở cái bấm tí đã nóng máy, và hay bị đơ hình khi lướt đọc tin ( báo online ) , nhân viên của TGDD cũng rất nhiệt tình. Giá đầu mua là 3tr990 giờ còn 3tr590 ưu đãi tốt cho các game thủ nhá.",neutral,polarbear-vi-SA,mixed,test
"Đã xài đc 1 tháng máy chạy rất tốt, game mượt, pin trâu xài 2 ngày mới hết, nghe gọi rõ, phim xem rất sắc nét, xứng đáng 3tr 👍",neutral,polarbear-vi-SA,mixed,test
"dùng 4 tháng, máy siêu mượt, cam đẹp, màn hình đẹp, pin dùng nhẹ nhàng được gần 9 tiếng. tốt",neutral,polarbear-vi-SA,mixed,test
Máy mới đầu mở cmr hơi mờ nhưmg chụp xong xem lại thù ok. Máy pin trâu chơi game ok nosi chung k có gì chê,neutral,polarbear-vi-SA,mixed,test
Pin trâu bò....sài ổn...hôm qua đi làm về bỏ túi quần quên mang ra.....thế là vk đem ngâm nước.5p sau nhớ ra thì.....tính âu tiêu goy...ai ngờ vẫn sài ok.....có cái h camera vô nước chụp hình mờ.....vi diệu quá..kkkkk,neutral,polarbear-vi-SA,mixed,test
"Mới mua hôm nay giao hàng ngay hôm nay rất nhanh :)) Hàng đã sài tc r giờ sài tiếp nói chung em này quá oke rồi  . quá ok với giá tiền , thanks shop .",neutral,polarbear-vi-SA,mixed,test
"Mình mới mua đc 1thang nhận xét như sau. Máy Sài quá ok ko chê vào đâu, pin khá trâu camera chụp quá đẹp, chơi game mượt mà, màn hình xem phim quá đẹp. Nói chung mọi chức năng quá OK.",neutral,polarbear-vi-SA,mixed,test
mới mua hồi sáng..máy đẹp tuyệt vời.pin cực đỉnh..camera sau đẹp hơn oppo f5 mình đang sài.với tầm giá này thì ok về ngoại hình lẫn thời lượng pin nhưng có điều là bắt sóng wifi yếu quá màn hình thì ám vàng mình thì thích sáng trắng,neutral,polarbear-vi-SA,mixed,test
Mới mua chưa đánh giá gì nhưng điện thoại cứ hiện dòng thống báo đang tải xuống  âm thanh không xoá được.,neutral,polarbear-vi-SA,mixed,test
